genres,id,keywords,overview,popularity,release_date,runtime,status,title,vote_average,vote_count,actors,director,metadata_soup,weight_rating
"[12, 28, 53, 80]",10764,"[627, 1568, 4289, 156095]","Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",107.928811,2008-10-30,106.0,Released,Quantum of Solace,6.1,2965,"['8784', '18182', '8789', '5309', '3753']",Marc Forster,key627 key1568 key4289 key156095 gen12 gen28 gen53 gen80 act8784 act18182 act8789 act5309 act3753  marcforster,6.1
"[12, 14, 28]",58,"[616, 663, 910, 911, 1299]","Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",145.847379,2006-06-20,151.0,Released,Pirates of the Caribbean: Dead Man's Chest,7.0,5246,"['85', '114', '116', '1640', '2440']",Gore Verbinski,key616 key663 key910 key911 key1299 gen12 gen14 gen28 act85 act114 act116 act1640 act2440  goreverbinski,6.76
"[28, 12, 37]",57201,"[1556, 2673, 5385, 5901, 9104]","The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",49.046956,2013-07-03,149.0,Released,The Lone Ranger,5.9,2311,"['85', '53807', '886', '1283', '18473']",Gore Verbinski,key1556 key2673 key5385 key5901 key9104 gen28 gen12 gen37 act85 act53807 act886 act1283 act18473  goreverbinski,5.99
"[28, 12, 14, 878]",49521,"[83, 849, 9715, 9717, 10761]","A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",99.398009,2013-06-12,143.0,Released,Man of Steel,6.5,6359,"['73968', '9273', '335', '1269', '2882']",Zack Snyder,key83 key849 key9715 key9717 key10761 gen28 gen12 gen14 gen878 act73968 act9273 act335 act1269 act2882  zacksnyder,6.41
"[878, 28, 12]",24428,"[242, 5539, 8828, 9715, 9717]","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",144.448633,2012-04-25,143.0,Released,The Avengers,7.4,11776,"['3223', '16828', '103', '74568', '1245']",Joss Whedon,key242 key5539 key8828 key9715 key9717 gen878 gen28 gen12 act3223 act16828 act103 act74568 act1245  josswhedon,7.22
"[12, 28, 14]",1865,"[658, 1316, 1860, 1938, 2569]","Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",135.413856,2011-05-14,136.0,Released,Pirates of the Caribbean: On Stranger Tides,6.4,4948,"['85', '955', '6972', '2449', '118']",Rob Marshall,key658 key1316 key1860 key1938 key2569 gen12 gen28 gen14 act85 act955 act6972 act2449 act118  robmarshall,6.32
"[28, 35, 878]",41154,"[4379, 5455, 9951, 174915, 185668]","Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",52.035179,2012-05-23,106.0,Released,Men in Black 3,6.2,4160,"['2888', '2176', '16851', '72873', '7056']",Barry Sonnenfeld,key4379 key5455 key9951 key174915 key185668 gen28 gen35 gen878 act2888 act2176 act16851 act72873 act7056  barrysonnenfeld,6.17
"[28, 12, 14]",122917,"[417, 603, 604, 606, 609]","Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",120.965743,2014-12-10,144.0,Released,The Hobbit: The Battle of the Five Armies,7.1,4760,"['7060', '1327', '30315', '25136', '95047']",Peter Jackson,key417 key603 key604 key606 key609 gen28 gen12 gen14 act7060 act1327 act30315 act25136 act95047  peterjackson,6.82
"[28, 12, 14]",1930,"[1872, 7002, 8803, 8828, 156855]","Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",89.866276,2012-06-27,136.0,Released,The Amazing Spider-Man,6.5,6586,"['37625', '54693', '7026', '5724', '55152']",Marc Webb,key1872 key7002 key8803 key8828 key156855 gen28 gen12 gen14 act37625 act54693 act7026 act5724 act55152  marcwebb,6.41
"[12, 14]",57158,"[603, 604, 606, 611, 12554]","The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",94.370564,2013-12-11,161.0,Released,The Hobbit: The Desolation of Smaug,7.6,4524,"['7060', '1327', '30315', '25136', '95047']",Peter Jackson,key603 key604 key606 key611 key12554 gen12 gen14 act7060 act1327 act30315 act25136 act95047  peterjackson,7.16
"[12, 18, 28]",254,"[774, 776, 837, 886, 887]","In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",61.22601,2005-12-14,187.0,Released,King Kong,6.6,2337,"['3489', '70851', '3490', '3491', '3492']",Peter Jackson,key774 key776 key837 key886 key887 gen12 gen18 gen28 act3489 act70851 act3490 act3491 act3492  peterjackson,6.38
"[18, 10749, 53]",597,"[2580, 2984, 3799, 4210, 4388]","84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",100.025899,1997-11-18,194.0,Released,Titanic,7.5,7562,"['204', '6193', '3713', '1954', '8534']",James Cameron,key2580 key2984 key3799 key4210 key4388 gen18 gen10749 gen53 act204 act6193 act3713 act1954 act8534  jamescameron,7.22
"[12, 28, 878]",271110,"[393, 6091, 8828, 9663, 9715]","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",198.372395,2016-04-27,147.0,Released,Captain America: Civil War,7.1,7241,"['16828', '3223', '1245', '60898', '53650']",Anthony Russo,key393 key6091 key8828 key9663 key9715 gen12 gen28 gen878 act16828 act3223 act1245 act60898 act53650  anthonyrusso,6.9
"[53, 28, 12, 878]",44833,"[1721, 4410, 11265, 12354, 13042]","When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",64.928382,2012-04-11,131.0,Released,Battleship,5.5,2114,"['60900', '28846', '131519', '131520', '13275']",Peter Berg,key1721 key4410 key11265 key12354 key13042 gen53 gen28 gen12 gen878 act60900 act28846 act131519 act131520 act13275  peterberg,5.78
"[28, 12, 878, 53]",135397,"[1299, 1718, 1720, 1766, 2041]","Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",418.708552,2015-06-09,124.0,Released,Jurassic World,6.5,8662,"['73457', '18997', '76793', '7132', '1108907']",Colin Trevorrow,key1299 key1718 key1720 key1766 key2041 gen28 gen12 gen878 gen53 act73457 act18997 act76793 act7132 act1108907  colintrevorrow,6.43
"[28, 12, 53]",37724,"[470, 4289, 9740, 15127, 15478]","When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",93.004993,2012-10-25,143.0,Released,Skyfall,6.9,7604,"['8784', '5309', '3810', '5469', '2038']",Sam Mendes,key470 key4289 key9740 key15127 key15478 gen28 gen12 gen53 act8784 act5309 act3810 act5469 act2038  sammendes,6.74
"[28, 12, 14]",558,"[851, 2038, 5983, 8828, 9663]","Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",35.149586,2004-06-25,127.0,Released,Spider-Man 2,6.7,4321,"['2219', '205', '17051', '658', '18998']",Sam Raimi,key851 key2038 key5983 key8828 key9663 gen28 gen12 gen14 act2219 act205 act17051 act658 act18998  samraimi,6.52
"[28, 12, 878]",68721,"[949, 5597, 6335, 8613, 8828]","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",77.68208,2013-04-18,130.0,Released,Iron Man 3,6.8,8806,"['3223', '12052', '1896', '529', '15556']",Shane Black,key949 key5597 key6335 key8613 key8828 gen28 gen12 gen878 act3223 act12052 act1896 act529 act15556  shaneblack,6.68
"[10751, 14, 12]",12155,"[818, 855, 2011, 2486, 12552]","Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",78.530105,2010-03-03,108.0,Released,Alice in Wonderland,6.4,4645,"['76070', '85', '1813', '1283', '1064']",Tim Burton,key818 key855 key2011 key2486 key12552 gen10751 gen14 gen12 act76070 act85 act1813 act1283 act1064  timburton,6.31
"[12, 28, 878, 53]",36668,"[1852, 8828, 9717, 10761, 161271]","When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",3.857526,2006-05-24,104.0,Released,X-Men: The Last Stand,6.3,3525,"['6968', '4587', '1327', '2387', '10696']",Brett Ratner,key1852 key8828 key9717 key10761 key161271 gen12 gen28 gen878 gen53 act6968 act4587 act1327 act2387 act10696  brettratner,6.23
"[16, 10751]",62211,"[1299, 5984, 6186, 10336, 12392]",A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,89.186492,2013-06-20,104.0,Released,Monsters University,7.0,3528,"['7904', '1230', '884', '15735', '1271300']",Dan Scanlon,key1299 key5984 key6186 key10336 key12392 gen16 gen10751 act7904 act1230 act884 act15735 act1271300  danscanlon,6.69
"[878, 28, 12]",8373,"[1160, 1670, 4630, 8264, 9854]","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",21.939663,2009-06-19,150.0,Released,Transformers: Revenge of the Fallen,6.0,3138,"['10959', '19537', '19536', '11678', '8169']",Michael Bay,key1160 key1670 key4630 key8264 key9854 gen878 gen28 gen12 act10959 act19537 act19536 act11678 act8169  michaelbay,6.03
"[878, 28, 12]",91314,"[9663, 9951, 10607, 10891, 14544]","As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",116.840296,2014-06-25,165.0,Released,Transformers: Age of Extinction,5.8,3095,"['13240', '2283', '7090', '61186', '1007683']",Michael Bay,key9663 key9951 key10607 key10891 key14544 gen878 gen28 gen12 act13240 act2283 act7090 act61186 act1007683  michaelbay,5.91
"[14, 12, 10751]",68728,"[291, 616, 2343, 3929, 4662]","Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",46.985445,2013-03-07,130.0,Released,Oz: The Great and Powerful,5.7,3530,"['17051', '18973', '3293', '1812', '5367']",Sam Raimi,key291 key616 key2343 key3929 key4662 gen14 gen12 gen10751 act17051 act18973 act3293 act1812 act5367  samraimi,5.84
"[28, 12, 14]",102382,"[1523, 8828, 9663, 9717, 13040]","For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",89.270217,2014-04-16,142.0,Released,The Amazing Spider-Man 2,6.5,4179,"['37625', '54693', '134', '122889', '55152']",Marc Webb,key1523 key8828 key9663 key9717 key13040 gen28 gen12 gen14 act37625 act54693 act134 act122889 act55152  marcwebb,6.38
"[12, 28, 878]",20526,"[310, 1308, 4286, 4565, 6104]","Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",73.79505,2010-12-10,125.0,Released,TRON: Legacy,6.3,2841,"['9828', '1229', '59315', '2547', '60033']",Joseph Kosinski,key310 key1308 key4286 key4565 key6104 gen12 gen28 gen878 act9828 act1229 act59315 act2547 act60033  josephkosinski,6.22
"[16, 10751, 12, 35]",49013,"[830, 9663, 10267, 11500, 12392]",Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,49.98659,2011-06-11,106.0,Released,Cars 2,5.8,2033,"['887', '15897', '3895', '1246', '1241']",John Lasseter,key830 key9663 key10267 key11500 key12392 gen16 gen10751 gen12 gen35 act887 act15897 act3895 act1246 act1241  johnlasseter,5.94
"[12, 28, 53, 878]",44912,"[849, 4375, 9715, 9951, 15250]","For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",51.872839,2011-06-16,114.0,Released,Green Lantern,5.1,2487,"['10859', '59175', '133', '504', '2983']",Martin Campbell,key849 key4375 key9715 key9951 key15250 gen12 gen28 gen53 gen878 act10859 act59175 act133 act504 act2983  martincampbell,5.52
"[16, 10751, 35]",10193,"[1562, 3616, 4290, 5462, 10336]","Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",59.995418,2010-06-16,103.0,Released,Toy Story 3,7.6,4597,"['31', '12898', '13726', '3234', '2232']",Lee Unkrich,key1562 key3616 key4290 key5462 key10336 gen16 gen10751 gen35 act31 act12898 act13726 act3234 act2232  leeunkrich,7.17
"[28, 878, 53]",534,"[83, 310, 530, 582, 679]","All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",71.862892,2009-05-20,115.0,Released,Terminator Salvation,5.9,2463,"['3894', '65731', '21028', '56455', '18997']",Mcg,key83 key310 key530 key582 key679 gen28 gen878 gen53 act3894 act65731 act21028 act56455 act18997  mcg,5.98
[28],168259,"[830, 3428, 9748, 9937, 33885]",Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,102.322217,2015-04-01,137.0,Released,Furious 7,7.3,4176,"['12835', '8167', '18918', '17647', '8169']",James Wan,key830 key3428 key9748 key9937 key33885 gen28 act12835 act8167 act18918 act17647 act8169  jameswan,6.93
"[28, 18, 27, 878, 53]",72190,"[4565, 12332, 12377, 160381, 180635]","Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",81.834855,2013-06-20,116.0,Released,World War Z,6.7,5560,"['287', '175826', '1027850', '1186840', '18473']",Marc Forster,key4565 key12332 key12377 key160381 key180635 gen28 gen18 gen27 gen878 gen53 act287 act175826 act1027850 act1186840 act18473  marcforster,6.55
"[28, 12, 14, 878]",127585,"[1228, 1852, 4379, 8828, 9717]",The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,118.078691,2014-05-15,131.0,Released,X-Men: Days of Future Past,7.5,6032,"['6968', '5530', '17288', '72129', '4587']",Bryan Singer,key1228 key1852 key4379 key8828 key9717 gen28 gen12 gen14 gen878 act6968 act5530 act17288 act72129 act4587  bryansinger,7.17
"[28, 12, 878]",54138,"[1612, 6054, 9663, 9685, 9882]","When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",78.291018,2013-05-05,132.0,Released,Star Trek Into Darkness,7.4,4418,"['62064', '17306', '8691', '1372', '11108']",J.J. Abrams,key1612 key6054 key9663 key9685 key9882 gen28 gen12 gen878 act62064 act17306 act8691 act1372 act11108  j.j.abrams,7.01
"[28, 10751, 14]",81005,"[179411, 189099]","The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",43.349855,2013-02-27,114.0,Released,Jack the Giant Slayer,5.5,2598,"['3292', '73357', '3061', '2283', '6972']",Bryan Singer,key179411 key189099 gen28 gen10751 gen14 act3292 act73357 act3061 act2283 act6972  bryansinger,5.75
"[18, 10749]",64682,"[818, 1326, 1523, 3929, 209714]","An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",61.196071,2013-05-10,143.0,Released,The Great Gatsby,7.3,3769,"['6193', '2219', '36662', '33192', '1133349']",Baz Luhrmann,key818 key1326 key1523 key3929 key209714 gen18 gen10749 act6193 act2219 act36662 act33192 act1133349  bazluhrmann,6.9
"[12, 14, 28, 10749]",9543,"[1241, 1965, 12653, 12654, 12655]","A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",62.169881,2010-05-19,116.0,Released,Prince of Persia: The Sands of Time,6.2,2317,"['131', '59620', '2282', '658', '55412']",Mike Newell,key1241 key1965 key12653 key12654 key12655 gen12 gen14 gen28 gen10749 act131 act59620 act2282 act658 act55412  mikenewell,6.15
"[28, 878, 12]",68726,"[4565, 10891, 11100, 12332, 156395]","When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",56.523205,2013-07-11,131.0,Released,Pacific Rim,6.7,4794,"['17605', '56365', '95101', '2372', '39659']",Guillermo Del Toro,key4565 key10891 key11100 key12332 key156395 gen28 gen878 gen12 act17605 act56365 act95101 act2372 act39659  guillermodeltoro,6.53
"[28, 878, 12]",38356,"[305, 1612, 2052, 3088, 10158]","Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",28.529607,2011-06-28,154.0,Released,Transformers: Dark of the Moon,6.1,3299,"['10959', '6949', '83586', '3910', '19536']",Michael Bay,key305 key1612 key2052 key3088 key10158 gen28 gen878 gen12 act10959 act6949 act83586 act3910 act19536  michaelbay,6.1
